customer_id,customer_geohash,order_id,vendor_id,day_of_week,order_time,order_day,chain_id,vendor_geohash,cuisine_origin,avg_vendor_rating,num_products,total_order_value,products_ordered
1df49d1f92,w21zk,7993,c2d64d1c,6,18:54:53,14 days,fad885dd,w21zk,italian,4.7,3,36.799999999999905,"Quattro Staggioni, Spaghetti Alla Bolognese, Americana"
1df49d1f92,w21zk,7994,4bc2b370,3,12:03:42,88 days,267d039e,w21zk,snacks,3.8,2,19.200000000000003,"Salmon Mentaiko Bowl, Sweet Potato Fries"
1e0243804c,w21z6,11932,f8e520d1,3,12:06:20,46 days,034c1e09,w21z4,italian,3.5,1,4.8,Chicken Ham and Sausage Baked Rice
1e0243804c,w21zu,11933,98c0d2bf,6,18:51:05,35 days,6f07599c,w21zu,snacks,3.8,2,8.0,"104. Black Pepper Chicken Chop + Mushroom Soup Set, 102. Char Grilled Chicken Chop + Mushroom Soup Set"
1e0243804c,w21zu,11934,744ccfc8,5,14:12:23,62 days,b6445467,w21zu,singaporean,4.3,3,5.2,"Roasted Chicken Rice with Vegetable 烧鸡饭和菜, Roasted Chicken Rice 烧鸡饭, White Radish Pork Ribs Soup 白萝卜排骨汤"
1e13b8350e,w21zt,3925,e611b361,1,11:31:56,30 days,a6030a1e,w21zt,singaporean,5.0,1,1.6,(01-47) Cheng Tng Hot/Cold
1e2204f980,w21zb,2797,360e05e4,3,13:00:22,46 days,89370eab,w21zb,snacks,3.5,1,2.8,Chocolate Avalanche Mocha Cake
1e339febf1,w23b1,8947,e2a2cb37,1,13:17:43,30 days,990bcfaa,w23b1,chinese,3.5,1,2.0,Meat + 2 Vegetables Rice Set一肉两菜饭
1e339febf1,w23b1,8948,c0230198,5,21:22:24,48 days,9c788e93,w23b1,japanese,4.5,1,4.0,Beef Udon 
1e339febf1,w23b1,8949,e0808616,0,13:21:38,22 days,7e0dfda2,w23b1,snacks,4.0,1,2.4,Black Sesame Milk芝麻鮮奶
1e339febf1,w23b1,8950,543be059,3,13:55:23,81 days,1d649dcf,w23b1,italian,4.5,2,13.600000000000001,"Can Drink , Sharing Bundle Plus (3-4 pax) (U.P. $49.40- 35% OFF)"
1e339febf1,w23b1,8951,33e7f148,6,12:38:10,28 days,c271af1d,w23b1,asian,4.0,2,6.0,"Combo Beef and Salmon, Miso Soup "
1e339febf1,w23b1,8953,1d0df023,1,12:26:28,23 days,5ffd4922,w23b4,asian,4.0,2,7.2,"Yew Kee Set 友记鸭饭, Yew Kee Set 友记鸭饭"
1e339febf1,w23b1,8954,e6928df2,3,23:45:47,81 days,21d7cbf7,w23b1,chinese,4.5,6,5.2,"19. Fried Prawn Dumpling 明虾饺, 25. Wrapped Chicken 纸包鸡, 26. Fried Carrot Cake 萝卜糕..."
1e339febf1,w23b1,8955,10a60f48,2,22:19:26,3 days,6830f026,w23b4,chinese,3.5,1,2.4,Fried Green Pepper & Meat with Rice 青椒肉丝盖饭
1e4727374d,w21zd,6306,93159a46,6,15:18:44,28 days,7e6f7cd4,w21zd,japanese,4.5,1,4.0,Chicken Katsu Curry Rice
1e4727374d,w21zd,6307,558f14b5,1,11:21:51,16 days,bc9a75e8,w21zd,japanese,4.0,1,6.4,Sake and Tori Teriyaki Bento
1e5675bfc5,w21zs,8392,91bd2522,1,10:23:56,2 days,419e60b6,w21zk,indian,4.4,4,5.2,"Prata Egg, Hot Tea, Ayam Kichap..."
1e5675bfc5,w21zs,8393,91bd2522,1,10:13:32,44 days,419e60b6,w21zk,indian,4.4,4,4.8,"White Rice, Hot Tea, Bergedel..."
1e5675bfc5,w21zs,8394,91bd2522,6,15:37:16,56 days,419e60b6,w21zk,indian,4.2,3,8.0,"Hot Tea, Ayam Penyet, Chicken Briyani"
1e5675bfc5,w21zs,8395,91bd2522,1,17:14:41,30 days,419e60b6,w21zk,indian,4.2,3,6.3999999999999995,"Chicken Briyani, Hot Tea, Sambal Telur Burung ( 6 Piece )"
1e5675bfc5,w21zs,8396,91bd2522,1,17:07:50,58 days,419e60b6,w21zk,indian,4.4,4,6.0,"Ayam Kichap, Bergedel, White Rice..."
1e5675bfc5,w21zs,8397,186a2d60,1,11:14:23,16 days,754360d9,w21zk,snacks,4.5,1,8.4,Whole Spring Plate
1e5675bfc5,w21zs,8398,9b2853ed,2,09:12:14,80 days,89370eab,w21zk,snacks,4.0,1,2.8,Wholesome Tuna & Cheese Sandwich
1e5675bfc5,w21zs,8399,7b15133d,3,18:36:50,81 days,cc0cd678,w21zk,japanese,4.3,3,14.4,"19) Nanban Tori Katsu Set, C. Karaage, 12) Cha Shu Ramen"
1e5675bfc5,w21zs,8400,6ee33142,5,19:26:18,69 days,06bb4947,w21zs,malaysian,3.8,2,8.4,"Buddy Meal A: 2 X Nasi Lemak + Bergedil + 2 Drinks (U.P 25), Add Sambal Chilli"
1e5675bfc5,w21zs,8401,6ee33142,3,10:25:55,46 days,06bb4947,w21zs,malaysian,4.2,2,0.8,"Hot Teh Tarik, Add Sambal Chilli"
1e5675bfc5,w21zs,8402,abdc199c,3,10:26:49,88 days,cd7184f6,w21ze,chinese,4.0,1,0.4,Regular
1e5675bfc5,w21zs,8403,abdc199c,0,10:26:03,85 days,cd7184f6,w21ze,chinese,4.5,1,0.8,Upsize
1e5675bfc5,w21zs,8404,abdc199c,1,10:19:07,72 days,cd7184f6,w21ze,chinese,4.8,2,1.2000000000000002,"Regular, Upsize"
1e5675bfc5,w21zs,8405,a52e19b5,5,18:25:58,76 days,4a58f7bf,w21zs,asian,4.3,3,12.4,"Salted Egg Chicken with Rice, A27 Salted Egg Chicken Cutlet, Fried Rice Chicken Thigh"
1e5cd34c49,w21zs,6938,87a4feb3,0,12:31:54,43 days,24975bf7,w21zk,american,3.5,1,5.2,2x Value Meal - Sausage McGriddles with Egg
1e79a9aef3,w21z3,1359,ff52813f,3,12:39:33,74 days,45b7cc87,w21z3,snacks,3.7,3,4.8,"Butter Sugar Thick Toast, Mee Siam, Traditional Butter Toast"
1e79a9aef3,w21z3,1360,0cb2d8ff,4,12:59:39,40 days,d123f5d1,w21z3,snacks,3.5,1,1.6,Milk Tea + Golden Pearl
1e97e92457,w21zg,540,1ed53ba5,2,12:57:20,38 days,12035771,w21zu,italian,4.5,1,4.4,"Chicken, Mushroom Cream Spaghetti"
1e97e92457,w21zg,541,e6c18a6d,2,18:53:26,52 days,f57cbd8e,w21zu,chinese,4.3,5,7.2,"P06. HK Style Big Pork Pau, P03. HK Lotus Paste Pau, F05. HK Style Fried Wanton..."
1ea5ff14e4,w21z7,7853,94027f7b,4,19:57:11,26 days,e8661f66,w21ze,singaporean,4.2,2,12.0,"Chicken Rice Combo Box A 白切鸡套餐A, Chicken Rice Combo Box A 白切鸡套餐A"
1ea5ff14e4,w21z7,7854,9283aa54,6,11:40:08,77 days,c271af1d,w21z7,asian,4.2,2,9.2,"Teriyaki Salmon & Karaage, Beef Bowl"
1ea5ff14e4,w21z7,7855,075f84d4,4,13:53:13,47 days,d123f5d1,w21z7,snacks,4.5,1,1.2,Jasmine Green Tea
1ea5ff14e4,w21z7,7856,0452e837,2,11:19:26,24 days,dbd82ff1,w21z7,snacks,4.5,1,2.4,1pc Nasi Lemak Chickenjoy Ala Carte
1ea5ff14e4,w21z7,7857,481a35f5,6,11:42:32,77 days,0aafcac9,w21z7,japanese,4.0,1,5.6,Pork Gyoza - 10 Pcs
1ea5ff14e4,w21z7,7859,adbe35fc,0,09:37:11,85 days,11697024,w21z7,snacks,4.5,1,10.0,Fluffy Brown Butter Pancake (Sweet)
1ea5ff14e4,w21z7,7860,adbe35fc,4,09:43:06,26 days,11697024,w21z7,snacks,4.0,1,2.8,Kouign Amann 
1ea5ff14e4,w21z7,7865,9c8f010e,6,10:53:58,70 days,d2786168,w21ze,mexican,4.5,1,0.0,Free Heineken 0.0
1ea5ff14e4,w21z7,7866,f46994a6,6,11:52:08,42 days,71dcecc6,w21z7,vietnamese,4.0,1,5.6,"M3. Grilled Pork Chop Rice, Egg & Pork Cake"
1ea5ff14e4,w21z7,7867,f46994a6,1,10:23:38,86 days,71dcecc6,w21z7,vietnamese,4.0,2,8.0,"M3. Grilled Pork Chop Rice, Egg & Pork Cake, E1. Mrs Pho Fried Spring Rolls"
1ea5ff14e4,w21z7,7868,37199854,6,15:55:47,49 days,000b5aa6,w21z7,snacks,3.7,3,4.0,"Pearly Beancurd, Cheese Pancake, Crunchy Peanut Butter Pancake"
1ea5ff14e4,w21z7,7869,6449b44c,3,10:50:41,53 days,82885f95,w21z7,asian,4.0,6,24.0,"Egg Fried Rice With Braised Beef, Egg Fried Rice With Braised Beef, Fresh Ramen With Grilled Chicken..."
1eab91bfe2,w21z8,382,feac58e6,6,12:23:33,28 days,e3123638,w21z8,snacks,3.8,3,4.800000000000001,"Set A. Kaya Toast with Butter Set, Fish Otah Toastwich, Smoked Cheese French Toast with Kaya"
1eab91bfe2,w21z8,383,fee86fd0,4,21:06:41,33 days,3475b888,w21z8,snacks,4.2,2,6.800000000000001,"203. Chendol Snowy Ice 浆罗绵绵冰, 201. Durian Snowy Ice 榴槤绵绵冰"
1ebe695f13,w21zt,4409,c67b5f31,3,23:11:38,18 days,e30472fc,w21zt,thai,4.5,1,4.0,Tom Yum Soup Thick
1eca27ba55,w21z8,594,ea28ef36,5,20:28:00,76 days,ebb3582e,w21z3,indian,3.6,4,16.400000000000002,"Chicken 65, Methi Aloo Masala, Tamater Dhaniya Shorba..."
1eca27ba55,w21z8,595,5bafb5bf,5,19:49:44,76 days,e172d07f,w21zt,indian,4.0,1,6.8,Chicken Biryani
1eca27ba55,w21z8,596,8db5ffd3,5,19:18:18,41 days,2f7b3b99,w21xx,malaysian,4.0,1,2.4,Dahl Makani
1eca27ba55,w21z8,597,8db5ffd3,5,20:07:54,20 days,2f7b3b99,w21xx,malaysian,3.5,1,1.6,2 pcs
1eca27ba55,w21z8,598,d1df0064,0,19:06:39,8 days,74970cb8,w21xx,asian,3.5,1,2.8,Dry Chilli Beef with Rice
1eca27ba55,w21z8,599,3662817b,0,12:01:12,43 days,e2de61c1,w21z8,american,5.0,1,4.4,Italian B.M.T.™ Sub
1eca27ba55,w21z8,600,d067ee0e,4,17:45:21,82 days,5daed5ee,w21z8,italian,3.8,2,8.4,"Garlic Bread, Chicken Pomodoro"
1eca27ba55,w21z8,604,1022c4d8,6,12:36:17,56 days,791ff6a5,w21xx,snacks,4.5,1,6.0,8 Piece Classic Wing Combo
1eca27ba55,w21z8,605,f3da2a87,3,18:15:31,32 days,18a72945,w21xx,thai,4.2,3,8.4,"Thai Mango Salad, Pad Thai, Chicken Wings with Basil Leaves"
1ee5e62d82,w21zv,4607,85627833,4,18:46:04,40 days,f88ffd2b,w21zv,american,4.5,1,5.6,Double Ultimate Angus Mushroom Swiss Meal
1eea1f116c,w21z8,3582,e7ce8b56,4,11:46:04,61 days,dfdc19d5,w21z3,japanese,4.5,1,0.0,Customized Bento
1eea1f116c,w21zb,3584,f27dfc19,4,21:30:51,75 days,f6851525,w21zb,snacks,3.5,2,11.2,"GF4. Spicy Cheesy Crispy Chicken, GF6. Chicken Parmigiana"
1eea1f116c,w21zb,3585,8dd97004,3,20:59:31,81 days,ef3142e8,w21z8,malaysian,4.0,2,8.8,"Penang Curry Chicken With Rice, Penang Assam Laksa"
1f0ab7cdd1,w21zs,4149,60f69a40,5,19:18:11,20 days,aac0244c,w21zu,snacks,4.2,2,6.0,"Penne Pomodoro, Spaghetti Aglio Olio"
1f0ab7cdd1,w21zs,4150,7ad8bbeb,6,19:04:56,7 days,9ce18cb0,w21zk,indian,4.2,2,10.4,"Palak Paneer (Set), Butter Chicken (Set)"
1f0ab7cdd1,w21zs,4151,7ad8bbeb,4,19:46:11,47 days,9ce18cb0,w21zk,indian,4.5,1,4.4,Palak Paneer (Set)
1f0ab7cdd1,w23b4,4152,7733a4e2,0,14:19:54,15 days,1de75a91,w23b4,asian,4.5,1,2.8,1. Century Egg & Lean Meat Congee 皮蛋瘦肉粥
1f1b64c4d2,w21z7,5069,7eaf3585,4,19:39:35,12 days,24975bf7,w21z7,american,3.8,2,7.2,"Prosperity Beef Upsized Meal, Prosperity Beef Upsized Meal"
1f1b64c4d2,w21zt,5070,1ecd4836,0,18:30:42,50 days,2f0df5ab,w21zt,malaysian,4.0,2,4.0,"Chicken Wing, Nasi Lemak Set 6"
1f1b64c4d2,w21zt,5071,ecb6e563,5,08:41:49,34 days,b5e4ea35,w21ze,indian,3.5,3,3.6,"2pcs Prata Kosong Set, Prata Telur, Teh Tarek"
1f1b64c4d2,w21zt,5072,a99e1fb3,0,13:41:39,50 days,0a90d436,w21zt,snacks,4.5,2,6.800000000000001,"Chicken Kebab with Salad, Chips"
1f1b64c4d2,w21zt,5073,b809d363,0,17:28:09,85 days,754360d9,w21zt,snacks,3.9,5,16.0,"Spiral Fries, Whole Spring Plate, Criss-Cut Fries..."
1f1b64c4d2,w21zt,5074,a8e16527,1,16:14:06,16 days,7e1b6c9a,w21zv,japanese,4.0,8,11.2,"GK111. Chuka Kurage Gunkan, MK116. Tamago Maki, GK102. Chuka Hotate Gunkan..."
1f1b64c4d2,w21zt,5075,84d00bcf,0,18:23:17,50 days,f106e595,w21zt,indian,4.0,2,6.0,"SI117C. Kuey Teow Goreng, SI124. Murtabak Mutton"
1f1b64c4d2,w21zt,5079,bfdcf19a,0,12:51:12,43 days,d77dc461,w21zv,snacks,4.0,2,8.0,"7. Crunchy Fish With Pasta, 21. Fatty Bom Crunchy Chicken"
1f1b64c4d2,w21zt,5080,495b6565,4,14:01:52,19 days,56b34a36,w21zt,mexican,4.0,1,5.2,Soft Shell Taco
1f1b64c4d2,w21zt,5081,cf101be7,3,17:17:15,18 days,0b3a115c,w21zt,indian,4.3,3,7.2,"Wanton Noodles, Wanton Noodles, Wanton Noodles"
1f2ccea168,w21z8,10708,6bc16dde,0,11:32:24,43 days,24975bf7,w21z8,american,4.0,1,2.8,Sausage McGriddles with Egg Meal
1f2ccea168,w21z8,10709,592b7af5,4,11:44:25,5 days,de27a03b,w21z8,snacks,3.8,2,12.0,"Sour Cream Buddy, 3pc Tenders Combo"
1f2ccea168,w21z8,10710,26bc32aa,1,11:11:48,2 days,3d06a477,w21z8,japanese,4.7,3,15.6,"Mega San Sushi, Mega San Sushi, Mega San Sushi"
1f40b41e31,w21zt,1921,e611b361,2,11:43:35,38 days,a6030a1e,w21zt,singaporean,4.5,1,3.6,(01-34) Japanese Curry w  Croquette Rice
1f49afc369,w21zg,2180,3426dfa5,4,10:38:55,61 days,f88ffd2b,w21zg,american,4.0,5,14.4,"Mushroom Swiss with Egg CROISSAN'WICH® Meal, FISH’N CRISP CROISSAN'WICH® Meal, CHICK’N CRISP CROISSAN'WICH® Meal..."
1f49afc369,w21zg,2181,bae4b622,6,19:46:05,28 days,730649de,w21zu,italian,3.5,3,8.0,"Burger Set Meal, Beef Chili Cheese Fries, Zoey’s Classic Cheese Burger "
1f717d9edd,w21ze,2224,618095a1,1,11:45:35,51 days,e9a22353,w21zs,snacks,4.0,1,5.6,"Extra Signature Mix (5pcs BCB, 5pcs W/D) (Combo)"
1f717d9edd,w21ze,2226,9401d5c6,1,11:40:53,65 days,8a57cd25,w21ze,snacks,4.4,4,3.2,"Cheesy Chicken Balls Onstik, Yam Feel’in, Crab Nugget Onstik..."
1f717d9edd,w21ze,2227,571fd413,4,11:53:24,54 days,c2e007e7,w21zg,snacks,4.0,1,5.6,Mushroom Chicken
1f717d9edd,w21ze,2228,211c47ce,6,19:03:25,77 days,6e2f5213,w21zg,chinese,4.0,1,12.0,"Sichuan ""Water-Cooked"" Pork Bundle Meal 水煮猪肉两人套餐"
1f717d9edd,w21ze,2229,26d380f7,0,11:27:52,85 days,2eef6447,w21ze,snacks,4.0,1,5.2,TGB Acai Bowl
1f717d9edd,w21ze,2230,26d380f7,4,11:29:13,75 days,2eef6447,w21ze,snacks,3.5,1,5.2,TGB Acai Bowl
1f717d9edd,w21ze,2231,26d380f7,0,11:22:47,43 days,2eef6447,w21ze,snacks,4.0,2,8.0,"Classic Smoked Salmon, Viva Amazonia"
1f717d9edd,w21ze,2232,0f88f5cb,2,12:15:30,87 days,1d955bd5,w21ze,american,3.0,1,4.4,New Chicken Nuggets (15pcs)
1f717d9edd,w21ze,2233,ed6b3f00,2,11:18:11,45 days,e01519c9,w21ze,chinese,4.0,1,0.0,Mala Hotpot 麻辣香锅
1f717d9edd,w21ze,2234,ed6b3f00,3,11:49:40,53 days,e01519c9,w21ze,chinese,4.0,1,0.0,Mala Hotpot 麻辣香锅
1f717d9edd,w21ze,2235,9485e5e7,0,19:42:38,1 days,b009e5e6,w21ze,chinese,3.5,1,0.0,Mala Xiang Guo
1f85985fe3,w21ze,10880,dd06289f,5,13:19:23,41 days,b41dcad3,w21ze,snacks,3.8,6,13.2,"Plain Rice 白饭, Founder Bak Kut Teh  發起人肉骨茶, Premium Loin Ribs 龙骨 (长排骨)..."
1faf79efd2,w21zk,10693,e78f7ae1,2,12:12:31,66 days,dfdc19d5,w21zk,japanese,4.5,2,4.0,"Yakitori Stick, Bento A"
1fcfc336b0,w21zc,1952,2f74b7d7,4,19:54:55,33 days,2022d155,w21zc,snacks,3.7,3,7.199999999999999,"Chocolate Oreo, Set A, Crunchy Peanut Waffle"
1fcfc336b0,w21zc,1953,2f74b7d7,5,19:14:47,55 days,2022d155,w21zc,snacks,3.7,5,4.4,"Slice Waffle, Chicken Ham with Cheese, Chocolate Waffle..."
1fcfc336b0,w21zc,1956,28966693,2,12:29:51,52 days,b91069ce,w21zc,chinese,4.5,1,8.0,1-FOR-1 Premium Scallop Porridge 艇仔粥
1fcfc336b0,w21zc,1957,3422f09d,4,12:19:58,61 days,ac74f742,w21zc,chinese,4.0,1,2.8,(01-16) Pork Belly Ban Mian Soup/Dry
1fcfc336b0,w21zc,1958,e38c496f,5,13:20:03,41 days,f9fd9347,w21zc,chinese,3.9,4,4.800000000000001,"连容包 Lotus Pau, 大包 Big Pau, 豆沙包 Red Bean Pau ..."
1fcfc336b0,w21zc,1959,e38c496f,6,14:08:12,49 days,f9fd9347,w21zc,chinese,4.0,5,6.0,"大包 Big Pau, 豆沙包 Red Bean Pau , 糯米鸡 Lor Mai Kai ..."
1fcfc336b0,w21zc,1960,e38c496f,6,12:35:12,35 days,f9fd9347,w21zc,chinese,3.7,5,6.0,"大包 Big Pau, 连容包 Lotus Pau, 可口面 Koka Noodles ..."
1fcfc336b0,w21zc,1961,b29807c9,4,18:00:05,47 days,82885f95,w21zc,asian,4.2,3,11.2,"Fresh Udon With Braised Beef, Egg Fried Rice With Seasoned Prawns, Fresh Ramen With Grilled Chicken"
1fcfc336b0,w21ze,1963,3e6ee1df,5,11:17:48,27 days,883f7260,w21z7,asian,4.5,3,7.6,"Large, Regular, Braised Pork Rice"
1fde203294,w21zt,3569,9fdca665,6,12:54:40,77 days,5cf62dd9,w21zt,chinese,3.8,4,10.8,"Roasted Duck 烧鸭, Roasted Char Siew Roasted Pork 叉烧烧肉, Roasted Char Siew Roasted Pork 叉烧烧肉..."
1fde203294,w21zt,3570,9fdca665,6,12:12:56,49 days,5cf62dd9,w21zt,chinese,3.6,4,11.6,"Roasted Duck Roasted Pork 烧鸭烧肉, Roasted Char Siew Roasted Pork 叉烧烧肉, Roasted Char Siew Wanton Noodle 叉烧云吞面..."
1fde203294,w21zt,3571,6d98d0d6,4,09:46:53,19 days,45b7cc87,w21zt,snacks,4.0,2,3.2,"Iced Milo (Large), Kopi (Large)"
1fde203294,w21zt,3572,6d98d0d6,1,09:01:57,9 days,45b7cc87,w21zt,snacks,3.5,1,1.6,Kopi (Large)
1fde203294,w21zt,3573,c7bb9280,4,18:23:19,89 days,f88ffd2b,w21zt,american,4.2,2,5.2,"Fries (Large), WHOPPER® Meal"
1fffc953d1,w21zu,2907,04644190,4,10:00:14,82 days,b5bdfe04,w21zu,snacks,3.8,2,5.6,"Fried Dumpling (8pcs)锅贴（8粒）, Tomato Scramble Egg La Mian 番茄鸡蛋拉面"
1fffc953d1,w21zu,2908,cd1d3ecc,6,13:31:19,14 days,6c529825,w23bh,snacks,3.5,1,2.4,Tea with Lemon Juice
2008001d1c,w21z6,5254,1b45b3b6,5,17:09:37,48 days,50fac3cd,w21z7,american,4.0,3,12.799999999999999,"Double Cheese Burger, Curly Fries, Chicken Hot Dog"
2008001d1c,w21z6,5255,589bc2c5,5,11:19:36,76 days,51a27a12,w21zd,american,4.6,4,22.400000000000002,"Bacon Cheese Burger, Vanilla Maltshakes, The Yolo..."
2008001d1c,w21z6,5256,59b7f0a5,1,18:58:47,9 days,1c339cb5,w21z6,italian,4.3,3,24.8,"Pizza 8, Pizza 0, Corn Fritters"
2008001d1c,w21z6,5257,eac0a656,1,18:29:59,16 days,e6451040,w21z7,snacks,3.8,2,12.0,"Kebab Sandwich Combo, Kebab Sandwich Combo"
2008001d1c,w21z6,5258,921b38c7,2,18:40:19,87 days,11697024,w21z6,snacks,4.0,1,4.8,Le Parisien (Ham And Butter Baguette)
2008001d1c,w21z6,5259,9012ac07,0,20:05:25,50 days,9d1cd73b,w21z6,chinese,4.2,3,13.2,"Kang Shi Fu Iced Lemon Tea 冰红茶, Deep fried pork with Salt & Pepper 椒盐里脊, Yangzhou Fried Rice 扬州炒饭"
202f430d75,w21zu,8630,343e450b,5,17:45:35,62 days,b2264498,w21z8,chinese,4.5,1,0.0,Spicy 中辣
204a17aa8c,w21z7,11704,4557b084,2,14:48:53,3 days,ab68a94c,w21z7,chinese,4.2,10,7.2,"Beef 牛肉片, Mild Spicy微辣, Large Intestine 猪大肠..."
204a17aa8c,w21z7,11705,dec931d7,4,16:29:34,5 days,8cd38029,w21z7,snacks,4.0,1,5.2,XXL Crispy Chicken Value Set
204a17aa8c,w21z7,11706,c3425660,4,12:04:41,5 days,cabae9f8,w21z6,asian,4.0,1,5.6,4 Meat Combination 四拼拼盘
204a17aa8c,w21z7,11707,1ad94af5,6,13:34:13,0 days,f11a0280,w21z7,snacks,4.0,1,1.6,Create Your Own Bowl
204a17aa8c,w21z7,11708,58ef613c,5,11:28:05,6 days,434020fb,w21z7,chinese,4.5,1,0.0,Create Your Own Mala Set
204a17aa8c,w21z9,11709,d0c57338,3,15:59:29,39 days,1a6e6833,w21z9,snacks,4.0,2,7.599999999999999,"Succulent Crispy Skin Chicken Chop with Brown Sauce, Crispy Drumettes"
204a17aa8c,w21z9,11710,d0c57338,2,17:44:28,45 days,1a6e6833,w21z9,snacks,3.9,4,19.2,"Teriyaki Salmon Rice, 5 Pcs, Laksa Prawn Spaghetti..."
2069f8e470,w21zt,9027,db9f5069,6,13:02:52,7 days,24975bf7,w21zt,american,4.0,1,0.8,Peach Pie
2069f8e470,w21zt,9028,0d48b8a3,4,18:29:39,47 days,24975bf7,w21zt,american,3.5,1,1.2,KITKAT® McFlurry®
2069f8e470,w21zt,9030,73d619e8,3,17:17:09,67 days,612c0c7b,w21zt,snacks,4.0,2,6.3999999999999995,"1.3 Nacho Cheese Grill Chicken, 9.2 Mac N Cheese"
2069f8e470,w21zt,9031,faeae9bd,6,15:59:30,84 days,b647e81a,w21zt,snacks,4.1,8,6.0,"Choc Chip Muffin 巧克力松糕, You Tiao 油条, Blueberry Muffin 蓝莓松糕..."
2069f8e470,w21zt,9032,813ad992,0,18:46:41,36 days,6c0cff21,w21zs,snacks,4.2,3,3.2,"Strawberry Roll, Chicken Pie, Sugar Roll with Sugar Coating"
20a42c3756,w21ze,11530,07c5826e,2,11:34:39,59 days,b2b947de,w21ze,snacks,3.5,1,4.0,Tom Yam Fried Fish Soup 冬炎炸鱼汤
20a42c3756,w21ze,11531,07c5826e,0,11:30:47,64 days,b2b947de,w21ze,snacks,4.0,1,4.0,Tom Yam Fried Fish Soup 冬炎炸鱼汤
20a42c3756,w21zf,11532,4459dbf1,5,15:53:39,27 days,f3d79b55,w21zd,chinese,3.5,1,5.2,Braised Nanping Noodle 南平焖面
20b701bbd8,w21z9,11815,93081b10,1,11:01:08,16 days,283b83ad,w21z3,chinese,3.5,1,2.8,Medium
20d4811a49,w21zs,5521,60f69a40,4,14:24:34,75 days,aac0244c,w21zu,snacks,4.0,2,6.0,"Roasted Brussel Sprouts, Spaghetti Japanese Shoyu"
20d4811a49,w21zs,5522,27348036,5,21:01:16,27 days,0b0da8e4,w21zs,singaporean,4.0,2,4.4,"935. Wheat Grass Bandung, 216. Sambal Petai Fried Rice"
20d4811a49,w21zs,5523,cf41d588,3,18:30:25,74 days,789d2124,w21zs,snacks,3.5,1,2.0,Signature Milk Tea 招牌奶茶
21068d237b,w21zs,2943,32c27b01,6,00:55:27,42 days,21d7cbf7,w21zt,chinese,3.8,4,4.0,"07. Custard Pau 奶黄包, 10. Prawn Dumpling 虾饺, 09. Siew Mai 烧卖..."
21068d237b,w21zs,2944,f12d743f,4,17:55:22,61 days,754360d9,w21zt,snacks,3.9,6,16.400000000000002,"Fish & Chips, Tartar Sauce, Cheese Dip..."
210b207238,w21z3,280,9f67623a,4,21:44:54,40 days,24975bf7,w21z8,american,4.0,1,3.6,McGriddles Feast
210b207238,w21z3,282,8c373c89,2,21:35:02,45 days,90e80b03,w21z3,malaysian,3.5,1,2.4,Mushroom Cheese Prata
210b207238,w21z3,283,8c373c89,1,22:18:55,37 days,90e80b03,w21z3,malaysian,4.0,1,2.4,Mushroom Cheese Prata
210b207238,w21z3,284,8c373c89,2,23:18:01,3 days,90e80b03,w21z3,malaysian,4.0,1,2.4,Mushroom Cheese Prata
210b207238,w21z3,285,ff4e9f74,0,20:40:02,50 days,52674c16,w21z8,snacks,3.5,2,8.0,"1/2 Ltr with 3 Toppings, Ambrosia Smoothie"
210b207238,w21zg,286,5ae908fa,5,14:20:31,76 days,0cf1fb11,w21zg,asian,4.5,2,7.2,"M14. Scallop Porridge 金银带子粥, M6. Sliced Lean Meat & Century Egg Porridge 皮蛋瘦肉粥"
2123266815,w23b1,5291,adba3bfa,0,10:58:14,8 days,4ea257e9,w23b4,indonesian,3.5,1,4.0,Nasi Ayam Penyet
2123266815,w23b1,5292,f4944831,0,11:32:04,78 days,000b5aa6,w23b4,snacks,4.5,2,1.6,"Hazelnut Royale, Classic Soya Milk (Warm/Cold)"
2123266815,w23b1,5293,b8032cb2,4,11:59:21,26 days,d38cc55d,w23b1,snacks,3.8,2,6.3999999999999995,"Sliced Fish Mee Hoon 魚片米粉, Tom Yum Seafood Soup with Rice 冬炎海鮮湯"
2132c09463,w21zt,9214,1a236f99,5,12:44:51,34 days,24975bf7,w21zs,american,4.0,1,5.2,2x Value Meal - Sausage McGriddles with Egg
2132c09463,w21zt,9215,b3b5be2e,1,15:22:00,2 days,7c2eadbb,w21zs,chinese,3.8,2,6.800000000000001,"Prawn Fried Rice 虾仁炒饭, Dumpling In Red Chili Oil红油抄手8粒"
2132c09463,w21zt,9216,c1698370,6,19:43:16,56 days,0837d99e,w21zt,thai,4.7,3,8.8,"C1. Clear Tom Yum Soup, C4. N-Eastern Tom Sap, R. Thai Fragrant Rice"
2132c09463,w21zt,9217,297ef9d4,2,13:50:10,17 days,65c275dc,w21zt,japanese,5.0,1,11.6,Season Sushi Platter (38 Pcs)
2132c09463,w21zt,9218,297ef9d4,4,14:11:13,5 days,65c275dc,w21zt,japanese,4.0,1,11.6,Season Sushi Platter (38 Pcs)
21a09d0df1,w21zs,11239,24dd5e23,5,17:15:23,13 days,0c8b58cd,w21zk,snacks,4.5,1,20.400000000000002,850g Salted Caramel Whole Cake
21a09d0df1,w21zs,11240,8e00f6e8,5,18:00:38,6 days,42807bcf,w21zs,snacks,4.0,1,16.0,Large Prosperity Yusheng
