vendor_id,name
e95157fc,Peach Pie
e95157fc,Family Meal - Prosp Beef TwLEVMx2 + ChBurgerHM
cdc8232e,Nasi Lemak Kosong
cdc8232e,Banana Leaves Otah
cdc8232e,Luncheon Meat
cdc8232e,Fried Kuning Fish Set
cdc8232e,Fried Egg
cdc8232e,Chicken Wing And Kuning Fish Set
57cebb3c,Boston Kreme
57cebb3c,Salted Caramel Chocolate
57cebb3c,Matcha Green Tea
e882964f,Pho Noodle Soup 
3d47f430,Egg Prata
3d47f430,Cheese Prata
3d47f430,Plain Prata 2 Pcs
b5447f50,Beef & Kailan with Rice 牛肉芥兰饭
f00ba9d0,Devil's Wings 
f00ba9d0,Meatball Bolognese Pasta
f00ba9d0,Full Tank
5cd98378,GF09. Half Spring Chicken
5cd98378,GF03. Chicken Cutlet
5cd98378,J1. Popcorn Chicken
5cd98378,PW04. Prawn & Shimeji Spaghetti
5cd98378,A12. Half
8c9a3a82,S2. Thai Style Chicken Chop Rice + Coca-Cola  泰式鸡扒饭 + 可乐
0891ffd4,Ala Carte
543e119a,B9. Beef Shogayaki Rice Bowl
543e119a,R7. Ebi Fry Udon
ffd2eabd,BBQ Pockett Meal
bb9dbc69,Family Meal: BF Deluxe + SME EVM + HCake HM
9023f8e1,Bittergourd Sliced Fish Soup 苦瓜鱼片汤
3c8cc7e3,Kaya Butter Toast Set
3c8cc7e3,Mee Tai Mak with Barley + Toast
238d6909,Mee Goreng 马来炒面
65392594,3 Pcs
65392594,Soon Kueh 笋糕
65392594,10 Pcs (Pastic Container)
9d34bdbe,09. Siew Mai 烧卖
9d34bdbe,26. Fried Carrot Cake 萝卜糕
9d34bdbe,17. Spring Roll 春卷
9d34bdbe,02. Char Siew Pau 叉烧包
9d34bdbe,16. Chicken Glutinous Rice 糯米鸡
9d34bdbe,32. Century Egg Pork Porridge 皮蛋瘦肉粥
9d34bdbe,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
9d34bdbe,24. Bean Paste Sesame Ball 豆沙芝麻枣
9d34bdbe,06. Vegetable Pau 蔬菜包
04af8134,White Rice 饭
b5775828,Ultimate March Buddy Meal: 1 Nasi Lemak with Chicken Otah Meatloaf + 1 Nasi Lemak with Chicken Wing + 2 Selected drink + 1 Bergedil + 1 Fish fillet
958bb992,Chocolate Pie
dddf413e,Classic Beef Bolognese
dddf413e,Fresh Shitake Mushroom Soup with Garlic Bread
dddf413e,Lightly Battered Pacific Dory
0eaa0362,Cơm Sườn ốp La (Steamed Rice With Cutlet & Omelet)
54cb661c,Thai Green Milk Tea with Crystal Pearls (16 oz)
3406cd28,Chee Chong Fan 猪肠粉 (2 Pcs)
3406cd28,5 Pcs. Small Set (Bowl)
3406cd28,Layer Cake 九层糕  (3 Pcs)
d3551729,112. Mango Sorbet  芒果椰果冰
d3551729,410. Golden Milk Cubes 炸鲜奶
33e7f148,Combo Beef and Salmon
298bc9cf,N2. Chicken 鸡肉
298bc9cf,D1. Iced Kacang 红豆冰
1d0df023,Braised Rice 卤饭
3084ec2c,Happy Ricebox
178e58d8,Lotus Root Soup With Pork Rib & Peanut
178e58d8,Steamed Rice
178e58d8,Fresh Watercress Soup With Pork Rib
178e58d8,White Radish Pork Rib Soup With Wolfberries
eb750f6d,Takoyaki
41aff3e0,Nene Bundle C
41aff3e0,Fried Tteokbokki
94a02467,Kitsune Udon
ddbdc265,"Regular (9"")"
ddbdc265,Chilli Flakes
ddbdc265,6pcs Golden Roasted Drummets
ddbdc265,Salsa Sauce
f5e9ccd0,Lamb Chop Rice
f5e9ccd0,Beef Steak Rice
f5e9ccd0,Chicken Wing
ecd33a01,Jumbo Boba Brown Sugar Milk Tea
0dd2d943,Double Ultimate Angus Mushroom Swiss Meal
b29c6cdc,Original Recipe Chicken
b29c6cdc,2 pcs Chicken Meal
b29c6cdc,Pepsi Black (Regular)
5348ffa3,11. Saba Fish and Chicken Karaage Set
5348ffa3,5. Salmon and Teriyaki Chicken Set
9d863b8b,Egg Fried Rice With Grilled Chicken
85627833,Spicy Truffle Mayo Fries (Large)
5a8a4ef0,Pearl Milk Tea
bfbc40d6,3pc Chickenjoy VM
992a768e,Large
44605420,1. Shredded Chicken & Century Egg Porridge
44605420,11. Meat & Century Egg Congee
c065b4a1,Egg 鸡蛋
d3551729,303. Walnut Paste 核桃糊
d3551729,314. Egg Drop Water Chestnut Paste 蛋花马蹄西米露
d3551729,301. Sesame Paste 芝麻糊
d3551729,306. Almond Paste with Glutinous Rice 杏仁糊黑糯米
d3551729,108. Matcha Tofu Snowflake 抹茶豆腐冰
e2e9c200,Chili Oil Chive Dumpling 红油韭菜饺子 (6 Pieces)
e2e9c200,Sambal Petai Fried Rice 叁岜臭豆炒饭
e2e9c200,Shrimp Fried Rice w Fish Roe  鱼籽蛋虾仁炒饭
0ca4d8fe,Thai Fragrant White Rice 泰国香米饭
4d2788e3,Nasi Lemak Set 6
49de578b,Local Delight Herbal Chicken
49de578b,Black Pepper Chicken Chop
49de578b,Signature Hainanese Pork Chop
1edc7fde,"Value for Money! Buddy Bento (1SalTer, 1OyaD, 1ChKrg, 2Cw)"
1edc7fde,Gyu Stamina
1edc7fde,Chicken Steak Teriyaki
2b6fa394,Solo Set Home Cooked Chicken in Chinese Wine 古早乡味黄酒鸡+饭
2b6fa394,Duck Roasted With Angelica Herb 当归烤鸭 (White Rice)
2b6fa394,White Rice
b5560ed6,Chicken Rice Combo Box 白切鸡套餐
20edb09c,BBQ Chicken  - Extra Large
96b05a64,Braised Pork Rice 卤肉饭
96b05a64,Taiwanese Popcorn Chicken Rice--------盐酥鸡饭
074eb6dc,1. Signature Mee Sua
074eb6dc,3. Slice Abalone Noodles
074eb6dc,2 Chao Yuan Sliced Abalone Minced Meat Noodles (鲍鱼片肉脞面) + 1 Meatball Soup（肉圆汤）
bcbaf1e2,Yangzhou Fried Rice W Shrimp 扬州虾仁蛋炒饭
bcbaf1e2,"Chicken, Cordyceps Flower, & Mushroom With Rice 虫草花北菇鸡饭"
bcbaf1e2,Pork & Shrimp Dumplings 鲜虾烧卖皇
bcbaf1e2,Baked BBQ Pork Buns 酥皮焗叉烧包
29945870,Bento Buddy Set for 2
0296acb4,Lai Yuan Laksa 叻沙
cb356241,Braised Pig's Trotter
cb356241,Pig's Stomach Soup
cb356241,Kai Lan
cb356241,Rice
cb356241,Braised Large Intestines
3722198c,Almond Beancurd 杏仁豆花
3722198c,Original Beancurd 原味豆花
2cdc608b,Black Soy Milk Pouch
2cdc608b,Grass Jelly Beancurd
2cdc608b,Azuki Red Bean Pancake
faeae9bd,Portuguese Egg Tart 葡萄式蛋挞
faeae9bd,(Cold) Fresh Pearl Soymilk 珍珠豆浆
3cfe1827,Crisp-Fried Sotong with Salted Egg Yolk 咸蛋苏东
3cfe1827,F3. Sambal Kang Kong 马来风光
3cfe1827,D10. Sweet and Sour Pork with Lychee 荔枝咕噜肉
3cfe1827,G2. Yangzhou Fried Rice 扬州炒饭
3cfe1827,C1. Hot Plate Tofu with Preserved Cai Xin and Minced Pork 菜香铁板豆腐
3cfe1827,Stir-Fried Hor Fun with US Marbled Beef 美国肥牛河粉
767c0043,Yakitori Stick
ea32cb70,0808. Scallop Congee 生滚带子粥
a9809b7f,C302 Green Curry Beef
a9809b7f,C712 Pad Thai Noodle with Prawn
a9809b7f,C102 Thai Crispy Spring Roll (4pcs) 春卷 (四条)
a9809b7f,C601 Stir-fried Kang Kong with Sambal 叁峇炒空心菜
a9809b7f,C201 Mango Salad
a9809b7f,C411 Deep-fried Fish Fillet with Sweet & Sour Sauce 酸甜炸鱼柳
81960769,Pandan Swiss Roll
1094200c,Seriously Salmon Roll
cb38547f,31A. Chicken Bibimbap 鸡肉拌饭
cb38547f,27A. Beef Udon 牛肉乌冬
cb38547f,34A. Kimchi Fried Rice 泡菜炒饭
7766bb7e,(02-41) Chilli Oil Dumplings 10 pcs
db5b6ae6,Guacamole (Ala Carte)
db5b6ae6,Ala Carte
2f68c4e3,Salted Egg Yolk Chicken Cutlet Noodle 咸蛋鸡扒面
2f68c4e3,Cheese Wanton 芝士云吞 
acb77dec,Lettuce with Oyster Sauce 蚝油西生菜
acb77dec,Prosperity Smoked Salmon Yu Sheng
f0035c5f,Chicken Rice 滑鸡饭
72517a38,Asparagus with Oyster Sauce 蚝油芦芛
72517a38,Plain Rice 白饭
2c870c75,Drumstick Braised Pork Rice
2c870c75,Curry Chicken with Rice Set
82548343,Ayam Lemak Set
82548343,Ayam Lemak Set + Barley
5e544ca9,01. Steamed Chicken Rice
04373c77,Salted Caramel Milk Coffee
193bc422,Goreng Pisang Split
cc71c1a4,Egg Fried Rice With Smoked Turkey Pastrami
43fd5169,Turkey Bacon Aglio Olio
43fd5169,Chicken Royale
cabb9c8e,D3. Spinach and Vermicelli Tossed with Vinaigrette 春雨拌绿蔬
cabb9c8e,E9. Scrambled Egg White With Fish And Dried Scallop 瑶柱芙蓉赛螃蟹
cabb9c8e,C5. Prawn and Pork Wanton in Signature Pork Bone Soup 鲜虾猪肉云吞猪骨汤
cabb9c8e,F4. Egg Fried Rice 蛋炒饭
0f29a356,Chicken Rice  鸡饭
0f29a356,Chicken Thigh Rice 鸡尾饭
b9060cbe,No.7  Fried Pork Dumpling Noodle 炸肉饺面
b9060cbe,Wanton Soup 云吞汤
b9060cbe,No.9  Fried Pork Dumplings 炸肉饺
b9060cbe,Dumpling Soup 水饺汤
a15328d3,Fried Fish Thick Rice Noodle
a15328d3,Thai Style Fried Fish Fillet
d991f3a9,云吞汤 Wanton Soup
542384b2,Century Egg & Lean Meat Congee 皮蛋瘦肉粥
542384b2,Sliced Fish Congee鱼片粥
c3950feb,Chicken Katsu Don
a329f7fc,Roasted Pork Rice 烧肉饭
a329f7fc,Roasted Chicken Drumstick Rice 烧鸡腿饭
29a489be,8555D. Red Bean Pancake
29a489be,8252D. Stir-Fried Garlic Dou Miao
29a489be,8308D. Egg Fried Rice
5d037314,Daikon Soup
575f7195,Chicken Kaarage (3pc)
575f7195,Curry (90g)
18efde9b,Barley Fu Chok
18efde9b,Roasted Pork Rice
18efde9b,Chilli Ban Mian
18efde9b,Wanton Mee
18efde9b,Chicken Wing Nasi Lemak Set
18efde9b,KL Hokkien Mee
18efde9b,Pulut Hitam
18efde9b,Red Bean Pau
18efde9b,Lotus Paste Pau
18efde9b,Chicken Rice Set
53a82f2a,Egg Fried Rice With Grilled Chicken
53a82f2a,Fresh Ramen With Seasoned Prawns
53a82f2a,Fresh Ramen With Grilled Chicken
53a82f2a,Egg Fried Rice With Seasoned Prawns
5ac47beb,31. Glutinous Rice in Lotus Leaf
5ac47beb,25. Fresh Shrimp Cheong Fun
0af3f58d,Penang Fried Kway Teow Large 槟城炒粿条大
a460fbc1,Soo Cheesy (NEW!)
a460fbc1,Hokkaido Milk Strawberry (200ml)
a460fbc1,Hearty Sausage Croissant 
a460fbc1,Curry Chic
a9a9d9ab,Plain Prata (1pc)
a9a9d9ab,Curry Potato
a9a9d9ab,Butter Sugar Toast
a9a9d9ab,Vegetable Samosa (4pcs)
a9a9d9ab,Prata Egg (1pc)
a9a9d9ab,Hush Brown (1pc)
78e7877d,Salted Egg Yolk Pumpkin Fries 黄金万两
78e7877d,Hong Kong Shrimp & Chicken Dumpling Noodles
542a0189,Salmon Mentai
b7c1f630,3. Laksa Yong Tow Foo (叻沙酿豆腐)
55335196,9 Pcs
55335196,1. Curry Fish Head 招牌咖喱鱼头
0b367e99,Medium 
4bfd8a9b,Shredded Chicken Porridge
4bfd8a9b,Lovely Meal
4bfd8a9b,Soup
4bfd8a9b,Egg
b85f5d5c,Coke No Sugar
b85f5d5c,Shredded Chicken Porridge
b85f5d5c,Green Tea
c2fd1dc1,Mee Sua 面线
73dc5d62,Nasi Goreng Putih Steak Combo
73dc5d62,Roti John Combo
d83eeced,Chendol 煎蕊
d83eeced,Fresh Mango Iced 芒果冰
d83eeced,Fresh Honeydew Sort 蜜瓜西米冰
a3324239,Ice Longan 龙眼冰
a3324239,Chng Teng  六味清汤
84d00bcf,TN40. Kuey Teow Goreng Kerang & Seafood
84d00bcf,RJ01. John Mutton
e3e4920c,603. Chicken Porridge
e3e4920c,Kambing Soup- Mutton
a33287db,3 in 1 Riceballs
a33287db,Teriyaki Chicken Wholegrain Mixed Rice Bowl
a33287db,Spicy Minced Chicken & Mushroom Wholegrain Mixed Rice Bowl
69bcda3f,R7. Chicken Cube Egg Fried Rice 香脆鸡丁蛋炒饭
db5b6ae6,Coke Light
50a5b68e,Nasi Lemak with Chicken Cutlet + 1 Selected Drink
a8ee414f,Whole 一只 (exclude rice)
a8ee414f,White Rice 白饭
3d47f430,Maggi Goreng
3d47f430,Chicken Briyani
3a813d9f,(01-85) Tom Yum Mor Fai
3a813d9f,(01-35) Carrot Cake Black
17d63075,Crispy Golden Udang 3 Pcs
84db9eb2,Old School Plum Juice
84db9eb2,Green Apple Smoothie
b30aafad,Homemade Crispy Tofu With Minced Meat & Pickled Vegetable 
b30aafad,White Radish Pork Rib Soup With Wolfberries
b30aafad,Steamed Omega 3 Egg
e433ca4b,Brown Sugar Pearl Fresh Milk
3c5c9f3b,Combo A - Chicken & Pork Rib
bc35119d,2 Classic Waffle & Mini Pint
dafa1671,Chicken Curry Katsu Don
dafa1671,Striploin Beef Steak Don
74f30679,Beef & Chicken (Cheese Curry Sauce Rice)
fa6b8282,C1 Original Wings and Drumettes
fa6b8282,N2. Beef Brisket Boat Noodle with Tendon
04a88531,T3. Chicken Slice
04a88531,N3. Beef Boat Noodle Deluxe 
3662817b,Extremely Mac & Cheesy Beef Sub
f0db3ca8,B20. Beef Hor Fun
84f4928c,(01-96) Chwee Kueh 4 pcs
8e59616c,No Spicy 不辣
8e59616c,Medium Spicy 中辣
a6c4dcea,Curry Chicken with Rice Set
0839d0d1,"Spicy Chicken with Rice, Egg and Vegetable"
0839d0d1,"Broiled Dory Fish with Rice, Egg and Vegetable"
4212c665,Pandan Gula Melaka Cake
4597b5a6,7. Tom Yam Fried Fish Ban Mian 冬炎炸鱼板面
4597b5a6,3. Ban Mian 板面
3c875ca5,Green Milk Tea With Pearl
ab07d80b,TN40. Kuey Teow Goreng Kerang & Seafood
ab07d80b,TN20. Nasi Goreng Pattaya
ab07d80b,TN05. Nasi Goreng Cina
ab07d80b,TN30. Mee Bandung
8dccff44,Brown Sugar Milk Foam Green Tea with Pearl
e6226e5c,Box Of 12 Cupcakes (Reg)
cb28c66f,XL Wagyu Menchikatsu Burger Katsu
dec931d7,XXL Crispy Chicken
7aadf86a,Seafood Tom Yum Soup
7aadf86a,Deep-fried Thai Chicken Wings
7aadf86a,Thai Minced Pork Ball
7aadf86a,Thai Fish Cakes
731451ef,Ultimate Tendercrisp Chicken Meal
731451ef,Long Chicken Meal
24c57512,Grape Ice Blended
24c57512,Strawberry Ice Blended w/Cheese Cream
bd93abd1,Roasted Chicken Flatbread
b903d11a,Wonder Melon
ff1f46c2,Chicken Sausage Puff
ff1f46c2,Curry Puff
6c53f31c,Cookies & Cream (Halal)
6c53f31c,Awesomely Chocolate (Halal)
d8d79b4b,Plain Thosai
d8d79b4b,Veg Meals
d8d79b4b,Egg Omlette
d8d79b4b,Curry Puff Potato
73dc5d62,Mee Goreng
73dc5d62,Black Spider
73dc5d62,Plain Thosai
6f753b68,Single Omelette
9321117e,G6. Grilled Fish Fried Rice
9321117e,Half
20a58562,Nasi Goreng Ayam
365fce9a,- Kulambu
365fce9a,Veg Pulao
365fce9a,Anjappar Vegetarian Meals
365fce9a,Tawa Fish
ed22b08d,Dry Fish Sambal
ed22b08d,Kashmiri Naan
ed22b08d,Mutton Set Meal
ed22b08d,Vegetable Set Meal
529b0396,White Rice
529b0396,Yellow Dal Tadka
529b0396,Bhindi Do Pyaza
529b0396,Goan Fish Curry
bee1574f,Maggie Goreng Chicken
eefcf22e,Nasi Goreng Chicken
eefcf22e,INDIAN ROJAK
92c78931,25. Wrapped Chicken 纸包鸡
92c78931,04. Lotus Paste Pau 莲蓉包
92c78931,14. Prawn Feng Guo 鲜虾粉粿 (3qty)
92c78931,05. Chicken Pau 鸡肉包
92c78931,28. Chee Cheong Fun Prawn 猪肠粉-虾
92c78931,10. Prawn Dumpling 虾饺
92c78931,19. Fried Prawn Dumpling 明虾饺
92c78931,09. Siew Mai 烧卖
92c78931,12. Xiang Xi Dumpling 香茜饺
92c78931,03. Bean Paste Pau 豆沙包
92c78931,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
92c78931,06. Vegetable Pau 蔬菜包
83e5a508,Signature Pig Organ Soup 猪什汤不选料
83e5a508,Nai Bai Cai in Oyster Sauce 奶白菜
e3a71589,Chocolate Milk Medium
e3a71589,Milk Tea Medium
7a5719fc,8 Piece Boneless Wings Combo
7a5719fc,Cheese
7a5719fc,Ranch
52d90a7f,Cheese Takoyaki
ffb3294b,Steamed Pork Dumpling 'Siew Mai' 鱼子蒸烧卖皇(3pcs)
ffb3294b,Steamed Molten Salted Egg Yolk Custard Piggy Bun 猪仔流沙包 (3pcs)
ffb3294b,Steamed Prawn Dumpling 'Ha Kao' 筍尖鲜虾饺 (3pcs)
9d48e0f4,Twin Bundle
3c8cc7e3,Chicken & Peanut Congee with Barley
953a3653,Mexicana Burger Meal
953a3653,Mexicana Wrap Meal
128164b0,Fried Fish Soup Set
128164b0,Minced Chicken Noodle
c79fd2f2,Swensen's Special Ice Cream Cake
87e1fcc1,M06. Haddock Fish & Chips
87e1fcc1,M01. Charbroiled Chicken Chop
87e1fcc1,P02. Prawn & Shrooms Pasta
7fbdfd30,Set Meal
0fc9a8b4,Beef Bulgogi Pizza
fd73ed14,Strawberry Lychee Ice
fd73ed14,Blue Lagoon
fd73ed14,Oreo Crush
5adc6ac5,Chocolate Oreo 欧雷巧克力冰沙
5adc6ac5,Mango Passion Smoothie 芒果百香果露露
f886b11d,5 Pcs Chicken Buddy Meal
af0796a3,Sausage McGriddles with Egg Meal
71fdd83c,Plain Rice 白饭
e6226e5c,Mango Passion
32c27b01,09. Siew Mai 烧卖
32c27b01,19. Fried Prawn Dumpling 明虾饺
32c27b01,21. Fried Sotong Roll 腐皮卷
32c27b01,10. Prawn Dumpling 虾饺
32c27b01,28. Chee Cheong Fun Prawn 猪肠粉-虾
32c27b01,20. Xian Zhu Roll 鲜竹卷
f9668095,Milo Dinosaur
e4ae2809,Iced Tea
e4ae2809,Dry
e4ae2809,Iced Milo
e66023bc,21. Fried Sotong Roll 腐皮卷
e66023bc,09. Siew Mai 烧卖
e66023bc,28. Chee Cheong Fun Prawn 猪肠粉-虾
e66023bc,16. Chicken Glutinous Rice 糯米鸡
e66023bc,10. Prawn Dumpling 虾饺
73d619e8,5.2 Black Pepper Chicken with Aglio Pasta
73d619e8,** 8.4 Popcorn Chicken **
73d619e8,8.5 Curly Fries
73d619e8,5.3 Half Spring Chicken with Alio Pasta
3a4b3f7f,白饭 White Rice
3a4b3f7f,芙蓉蛋 Fu Yong Omelette
40a24700,G.17 Nasi Lemak Full Ayam
40a24700,F.07 Lychee
40a24700,Nasi Lemak Full Ayam
61081731,D3. Spinach and Vermicelli Tossed with Vinaigrette 春雨拌绿蔬
61081731,B1. Radish Pastry 萝卜丝酥饼
61081731,B2. Pan-fried Shanghai Pork Bun 上海生煎包
61081731,F4. Egg Fried Rice 蛋炒饭
8d738169,4 Piece Buddy Meal (2 Pax)
05a2af83,Mega San Sushi
05a2af83,Little San Sushi
217b9cb9,Caramel Milk Tea Medium
217b9cb9,Peach Green Tea Medium
217b9cb9,Milk Tea Medium
ac382624,Parmesan Garlic Bread
91704ac5,Bismark
91704ac5,Buddy Meal A
f23b822f,"Small (1 Protein, 75G)"
709e5409,Chinese Cabbage 大白菜
709e5409,No Celery不要芹菜
709e5409,Lettuce 油麦菜
709e5409,Maggi Noodles 快熟面
709e5409,Lotus Root 莲藕
709e5409,Beancurd 豆腐
709e5409,Dry Mala 干锅
709e5409,Mild Spicy微辣
709e5409,Kuan Fen 宽粉
ab07d80b,TN35. Mee Hong Kong
ab07d80b,TN42. Mee Goreng Seafood Sambal
ab07d80b,TV01. Kailan Goreng Oyster Sauce
ab07d80b,NI130. Chicken Dum Briyani
6725ee75,Extremely Mac & Cheesy Beef Sub
00c12f88,鱼圆面 Fishball Noodles 
1f53aae1,Bee Hoon Goreng w/ Egg
f527b78c,Coffee Tarik
f527b78c,Masala Thosai
f527b78c,Teh Tarik
f527b78c,Ghee Thosai
f527b78c,Plain Thosai
4bb4696e,10 Pcs Brownies
4bb4696e,6 Pcs Macarons In Gift Box (Classic 3)
02a1434f,Cookies & Cream
afda4fe1,005. Lucky Set
afda4fe1,029. Chicken Nuggets
afda4fe1,027. Plain Turmeric Rice
afda4fe1,Black Pepper Sauce
afda4fe1,004. Half
4343465f,17. Crispy Fish Rice
f3d7f082,U01. Plain Uttapam
f3d7f082,P05. Chappathi with Sambar
f3d7f082,D05. Bru Coffee
084c8993,Box Of 12 Cupcakes (Reg)
a1e484f3,Mala Wing (6PCS)
4026ba9b,Grilled Chicken With Nasi
0fc49297,Steamed Egg 蒸蛋
0fc49297,Long Beans 长豆
0fc49297,Fried Bean Sprouts 豆芽
0fc49297,Steamed Doli Fish 蒸 Doli 鱼
0fc49297,Egg Tofu 日本豆腐
0fc49297,Bitter Gourd 苦瓜
0fc49297,Porridge 粥
1154503d,Eggs
8705b297,1. Chicken Chop
8705b297,11. Chicken Cutlet Rice
4c77065c,1 Pc
4c77065c,Roti Prata Egg
83b26d64,Egg Fried Rice HE With Braised Beef
83b26d64,Egg Fried Rice HE With Grilled Chicken
0b9202a9,Oreo Ice Blended 奥利奥冰沙
0b9202a9,Watermelon Juice 西瓜汁
06236930,Chicken Ham and Sausage Baked Rice
ee32c2bf,Fragrant Rice白饭
ee32c2bf,Snapper Fish Head in Steamboat 生滚鱼头炉
118a38fb,Age Gyoza
118a38fb,Chicken Teriyaki Bento
6c269c03,Big Breakfast Special
1f0566e8,Tomato And Herb Spaghetti
bce8324d,营养丰富ABC排骨汤 Mummy's ABC Soup
bce8324d,Steamed Omega 3 Egg
bce8324d,清甜苹果雪梨汤 Apple & Snow Pear Soup With Pork Rib
200155f3,28. Luncheon Meat Fries  炸午餐肉条
200155f3,37. Shrimp Wanton Noodle  鲜虾云吞面
aa5bb62e,Value Set Lunch - NZ Striploin with Mushroom Sauce
aa5bb62e,Curly Fries
aa5bb62e,Curly Fries and Onion Rings
aa5bb62e,Macaron
49de578b,Scrambled Egg with Sausage
49de578b,With White Bread
f2a44025,G1 Egg Fried Rice 蛋炒饭
f2a44025,A15 黄金三丝卷 Crispy Vegetable Spring Roll (3pc)
f2a44025,F20 揽菜四季豆 Stir-fried French Beans with Minced Pork and Preserved Olive Vegetables
62ae95a1,2 Ham & Cheese Sandwich Set + 2 Sides
7654344a,Regular 普通
7d8f8507,Store-selected Half Dozen
ffd4998f,Onion Rings
ffd4998f,Truffled Mushroom Soup
ffd4998f,Hawaiian Pizza
b5560ed6,Deep Fried Beancurd  脆皮豆腐
b5560ed6,Omelette with Preserved Vegetable
b5560ed6,Soup of The Day
73f91d36,Tori Teriyaki Bento
73f91d36,Grilled Saba Bento
73f91d36,Sake and Tori Teriyaki Bento
eeb5d201,S02. 12 sticks
29945870,Mix & Match Bundle for 2 Set A 三样菜套餐
29945870,950 Marmite Chicken 妈密鸡丁
29945870,501 Jiang Nan Noodles 江南面
29945870,Bundle for 3A Dishes
29945870,1-FOR-1 Premium Scallop Porridge 艇仔粥
737198cb,Red Snapper Fish Head 鱼头炉
cb356241,Salted Vegetables
cb356241,Braised Fried Beancurd
cb356241,Dough Fritters
cb356241,Homemade Ngoh Hiang
cb356241,Pork Ribs Soup
cb356241,Cai Xin
cb356241,Prime Spare Ribs Soup
06645c1d,大包 Big Pau
06645c1d,叉烧包 Char Siew Pau 
a41ca031,35.Hotplate Saba Fish Set Meal 铁板沙巴鱼套餐 
a41ca031,12.Ebi Fried + Teriyaki Chicken Bento 炸虾+照烧鸡扒饭盒 
3edc4b8b,Chocolate Rice Slice
3edc4b8b,Mango Ring Slice
3edc4b8b,Chocolate Roll
3edc4b8b,Sugar Roll (with Sugar Coating)
3edc4b8b,Custard Puff
ad77851f,Seafood Soup with Tofu & Salted Vegetable 咸菜海鲜豆腐汤
ad77851f,Fu Rong Omelette 芙蓉蛋
ad77851f,Claypot Beancurd 沙煲豆腐
ad77851f,Crispy Egg Noodles with Gravy 生面
ad77851f,Stir-fried Beehoon 干炒米粉
7d39fcf4,Chocolate Rice Slice
7d39fcf4,Mango Ring Slice
7d39fcf4,Chocolate Roll
e77c6ab8,California Raisin
e77c6ab8,Bountiful Fortune 牛转乾坤
e77c6ab8,4pc Tea Cakes Bundle
e77c6ab8,Chocolate Muffin
0c484919,4-Ever Chill: Cookies and Cream Deluxe Ice Blended®
e7ddc8dd,Crispy Fish and Chips
e7ddc8dd,Single Rock Burger
e7ddc8dd,Cheese Fries
e3896480,Peanut with Lotus Root Pork Ribs Soup 花生莲藕排骨汤
e3896480,Black Garlic Ten Tonic Ginseng Chicken Soup 黑蒜是全大补鸡汤
e3896480,Pumpkin Rice 金瓜反
38d6ad6c,Prosperity Chicken Feast
38d6ad6c,Prosperity Beef Feast
38d6ad6c,Buttermilk Crispy Chicken Special
38d6ad6c,2 x Spicy Chicken McNuggets® (9pc) Special
74563548,2x Value Meal: Breakfast Deluxe + SME EVM
db9f5069,Prosperity Beef Feast
db9f5069,Prosperity Chicken Upsized Meal
ca7aceae,Lam's Salt Baked Whole Chicken 阿南盐焗甘棒鸡整只
f84bccb8,B1. Deep-fried Specially Marinated Pork Chop 炸豬排
f84bccb8,D13. Three Cups Chicken with Mushrooms 三杯雞腿肉箘菇
f84bccb8,E4. Hakka-style Braised Meat Rice 客家滷肉飯
b8f61920,Seafood Arrabiata
5fbe55c5,Mega Hearty Platter
5fbe55c5,Seafood D'Sire
fff081d3,Blossoming Harmony
ff52813f,Butter Sugar Thick Toast
ff52813f,Mee Siam
ff52813f,Traditional Butter Toast
0cb2d8ff,Milk Tea + Golden Pearl
becc1e36,McGriddles Stack
baaefc70,Croquette Pair (U.P. 6.40)
b3be326c,Pepperoni
7f8d8d40,Popcorn Chicken 盐酥鸡小
a43c781f,Chicken Tikka Masala
a43c781f,Vegetable Biryani
a43c781f,Garlic Naan
a43c781f,Samosa Chaat
a43c781f,Briyani Rice
a43c781f,Cheese Naan
a43c781f,Punjabi Samosa
55ecdf2d,"Baked Eggs, Chicken, Kale & Cheese Wholemeal Sandwich"
55ecdf2d,Turkey Ham & Triple Cheese Toast
312a04f3,The Hangover Pizza
312a04f3,Alt. Wings
312a04f3,Old School
90cca11f,Egg Mayo Sandwich
90cca11f,Laksa
90cca11f,Kaya Butter Toast
90cca11f,Fishball Noodle
90cca11f,Tuna Mayo Sandwich
6aadf807,Teppanyaki Steak Bowl with Black Pepper Sauce
6aadf807,Chicken Cutlet Bowl With Choice Of Sauce
6aadf807,Chicken Chop Bowl With Choice Of Sauce
6aadf807,Cheese Takoyaki
6aadf807,Thai Milk Tea
6aadf807,Chili Crab Mantou
6aadf807,Grilled Salmon Bowl With Teriyaki Sauce
33e7f148,Ebi  
33e7f148,Shoyu Beef Ramen
1c96c566,Mushroom Minced Meat Noodle
6efa0731,PUTIEN Bian Rou Soup 莆田扁肉汤2 Pax 
6efa0731,Fujian Red Mushroom Seafood Lor Mee 红菇海鲜卤面
6efa0731,Lotus Seed with White Fungus Soup 莲子木耳汤
b66b4238,Whole Chicken 一只鸡
b66b4238,Chicken Gizzard 鸡胗
b66b4238,Chicken Liver 鸡肝
cae52277,Pancakes Platter Meal
cae52277,Turkey Sausage with Egg CROISSAN'WICH® Meal
98b51375,Classic Sashimi Moriawase
714026bc,Kitsune
